2024-07-30 20:28:31,267 - INFO - Agent initialized
2024-07-30 20:28:31,268 - INFO - Inside load function
2024-07-30 20:28:31,269 - ERROR - Failed to load model: 'Agent' object has no attribute 'state_dict'
2024-07-30 20:28:31,269 - ERROR - Model failed to load
2024-07-30 20:28:32,141 - INFO - Game 1, Score 0, Record: 0
2024-08-11 20:11:42,757 - INFO - Game 25, Score 0, Record: 1
2024-08-11 20:11:45,533 - INFO - Game 26, Score 0, Record: 1
2024-08-11 20:11:49,648 - INFO - Game 27, Score 0, Record: 1
2024-08-11 20:11:55,130 - INFO - Game 28, Score 0, Record: 1
2024-08-11 20:11:59,050 - INFO - Game 29, Score 1, Record: 1
2024-08-11 20:12:05,007 - INFO - Game 30, Score 0, Record: 1
2024-08-11 20:12:06,728 - INFO - Game 31, Score 0, Record: 1
2024-08-11 20:12:08,117 - INFO - Game 32, Score 1, Record: 1
2024-08-11 20:12:15,887 - INFO - Model saved
2024-08-11 20:12:15,888 - INFO - Game 33, Score 2, Record: 2
2024-08-11 20:12:17,539 - INFO - Game 34, Score 0, Record: 2
2024-08-11 20:12:28,893 - INFO - Game 35, Score 1, Record: 2
2024-08-11 20:12:32,662 - INFO - Game 36, Score 0, Record: 2
2024-08-11 20:12:36,647 - INFO - Game 37, Score 0, Record: 2
2024-08-11 20:12:44,484 - INFO - Game 38, Score 1, Record: 2
2024-08-11 20:12:46,038 - INFO - Game 39, Score 0, Record: 2
2024-08-11 20:12:50,045 - INFO - Game 40, Score 0, Record: 2
2024-08-11 20:12:52,176 - INFO - Game 41, Score 1, Record: 2
2024-08-11 20:12:54,267 - INFO - Game 42, Score 0, Record: 2
2024-08-11 20:12:56,815 - INFO - Game 43, Score 2, Record: 2
2024-08-11 20:12:58,956 - INFO - Game 44, Score 0, Record: 2
2024-08-11 20:13:02,046 - INFO - Game 45, Score 0, Record: 2
2024-08-11 20:13:03,868 - INFO - Game 46, Score 0, Record: 2
2024-08-11 20:13:05,508 - INFO - Game 47, Score 0, Record: 2
2024-08-11 20:13:08,152 - INFO - Game 48, Score 0, Record: 2
2024-08-11 20:13:09,559 - INFO - Game 49, Score 0, Record: 2
2024-08-11 20:13:13,801 - INFO - Game 50, Score 1, Record: 2
2024-08-11 20:13:19,506 - INFO - Game 51, Score 0, Record: 2
2024-08-11 20:13:21,631 - INFO - Game 52, Score 0, Record: 2
2024-08-11 20:13:22,857 - INFO - Game 53, Score 0, Record: 2
2024-08-11 20:13:24,251 - INFO - Game 54, Score 0, Record: 2
2024-08-11 20:13:25,936 - INFO - Game 55, Score 0, Record: 2
2024-08-11 20:13:28,145 - INFO - Game 56, Score 0, Record: 2
2024-08-11 20:13:29,255 - INFO - Game 57, Score 0, Record: 2
2024-08-11 20:13:33,056 - INFO - Game 58, Score 0, Record: 2
2024-08-11 20:13:34,994 - INFO - Game 59, Score 1, Record: 2
2024-08-11 20:13:39,318 - INFO - Game 60, Score 0, Record: 2
2024-08-11 20:13:42,079 - INFO - Game 61, Score 0, Record: 2
2024-08-11 20:13:48,095 - INFO - Game 62, Score 0, Record: 2
2024-08-11 20:13:54,370 - INFO - Game 63, Score 2, Record: 2
2024-08-11 20:13:55,771 - INFO - Game 64, Score 0, Record: 2
2024-08-11 20:13:57,595 - INFO - Game 65, Score 0, Record: 2
2024-08-11 20:14:05,917 - INFO - Game 66, Score 1, Record: 2
2024-08-11 20:14:12,816 - INFO - Game 67, Score 0, Record: 2
2024-08-11 20:14:25,404 - INFO - Game 68, Score 1, Record: 2
2024-08-11 20:14:38,889 - INFO - Game 69, Score 1, Record: 2
2024-08-11 20:14:41,951 - INFO - Game 70, Score 0, Record: 2
2024-08-11 20:15:14,046 - INFO - Agent initialized
2024-08-11 20:15:14,047 - ERROR - Model failed to load
2024-08-11 20:15:53,557 - INFO - Agent initialized
2024-08-11 20:15:53,558 - ERROR - Model failed to load
2024-08-11 20:16:08,701 - INFO - Agent initialized
2024-08-11 20:16:08,702 - ERROR - Model failed to load
2024-08-11 20:16:09,969 - INFO - Game 1, Score 0, Record: 0
2024-08-11 20:16:11,546 - INFO - Model saved
2024-08-11 20:16:11,546 - INFO - Game 2, Score 1, Record: 1
2024-08-11 20:16:13,488 - INFO - Game 3, Score 0, Record: 1
2024-08-11 20:16:15,473 - INFO - Game 4, Score 0, Record: 1
2024-08-11 20:16:20,411 - INFO - Game 5, Score 0, Record: 1
2024-08-11 20:16:22,221 - INFO - Game 6, Score 0, Record: 1
2024-08-11 20:16:24,389 - INFO - Game 7, Score 0, Record: 1
2024-08-11 20:16:30,447 - INFO - Game 8, Score 0, Record: 1
2024-08-11 20:16:32,888 - INFO - Game 9, Score 0, Record: 1
2024-08-11 20:16:34,410 - INFO - Game 10, Score 0, Record: 1
2024-08-11 20:16:37,388 - INFO - Game 11, Score 0, Record: 1
2024-08-11 20:16:39,249 - INFO - Game 12, Score 0, Record: 1
2024-08-11 20:16:40,431 - INFO - Game 13, Score 1, Record: 1
2024-08-11 20:16:41,130 - INFO - Game 14, Score 1, Record: 1
2024-08-11 20:16:43,482 - INFO - Game 15, Score 0, Record: 1
2024-08-11 20:16:45,506 - INFO - Game 16, Score 0, Record: 1
2024-08-11 20:16:46,800 - INFO - Game 17, Score 0, Record: 1
2024-08-11 20:16:51,832 - INFO - Game 18, Score 1, Record: 1
2024-08-11 20:16:53,723 - INFO - Game 19, Score 1, Record: 1
2024-08-11 20:16:59,217 - INFO - Game 20, Score 0, Record: 1
2024-08-11 20:17:01,203 - INFO - Game 21, Score 0, Record: 1
2024-08-11 20:17:07,924 - INFO - Game 22, Score 0, Record: 1
2024-08-11 20:17:10,453 - INFO - Game 23, Score 1, Record: 1
2024-08-11 20:17:11,660 - INFO - Game 24, Score 0, Record: 1
2024-08-11 20:17:14,029 - INFO - Game 25, Score 0, Record: 1
2024-08-11 20:17:16,180 - INFO - Game 26, Score 0, Record: 1
2024-08-11 20:17:22,937 - INFO - Game 27, Score 1, Record: 1
2024-08-11 20:17:27,297 - INFO - Game 28, Score 0, Record: 1
2024-08-11 20:17:38,071 - INFO - Game 29, Score 0, Record: 1
2024-08-11 20:17:45,933 - INFO - Game 30, Score 1, Record: 1
2024-08-11 20:17:50,054 - INFO - Game 31, Score 0, Record: 1
2024-08-11 20:17:52,526 - INFO - Game 32, Score 0, Record: 1
2024-08-11 20:17:53,933 - INFO - Game 33, Score 0, Record: 1
2024-08-11 20:17:56,194 - INFO - Game 34, Score 0, Record: 1
2024-08-11 20:17:57,503 - INFO - Game 35, Score 0, Record: 1
2024-08-11 20:18:08,277 - INFO - Game 36, Score 0, Record: 1
2024-08-11 20:18:11,688 - INFO - Model saved
2024-08-11 20:18:11,689 - INFO - Game 37, Score 3, Record: 3
2024-08-11 20:18:15,517 - INFO - Game 38, Score 0, Record: 3
2024-08-11 20:18:19,766 - INFO - Game 39, Score 0, Record: 3
2024-08-11 20:18:22,296 - INFO - Game 40, Score 0, Record: 3
2024-08-11 20:18:28,098 - INFO - Game 41, Score 0, Record: 3
2024-08-11 20:18:32,286 - INFO - Game 42, Score 1, Record: 3
2024-08-11 20:18:34,984 - INFO - Game 43, Score 1, Record: 3
2024-08-11 20:18:37,484 - INFO - Game 44, Score 0, Record: 3
2024-08-11 20:18:38,441 - INFO - Game 45, Score 0, Record: 3
2024-08-11 20:18:46,255 - INFO - Game 46, Score 2, Record: 3
2024-08-11 20:18:50,946 - INFO - Game 47, Score 1, Record: 3
2024-08-11 20:18:53,282 - INFO - Game 48, Score 0, Record: 3
2024-08-11 20:18:55,200 - INFO - Game 49, Score 0, Record: 3
2024-08-11 20:18:58,130 - INFO - Game 50, Score 1, Record: 3
2024-08-11 20:19:03,931 - INFO - Game 51, Score 1, Record: 3
2024-08-11 20:19:13,721 - INFO - Game 52, Score 1, Record: 3
2024-08-11 20:19:14,830 - INFO - Game 53, Score 0, Record: 3
2024-08-11 20:19:16,421 - INFO - Game 54, Score 0, Record: 3
2024-08-11 20:19:17,620 - INFO - Game 55, Score 1, Record: 3
2024-08-11 20:19:20,591 - INFO - Game 56, Score 1, Record: 3
2024-08-11 20:19:24,313 - INFO - Game 57, Score 1, Record: 3
2024-08-11 20:19:26,412 - INFO - Game 58, Score 0, Record: 3
2024-08-11 20:19:28,933 - INFO - Game 59, Score 1, Record: 3
2024-08-11 20:19:35,967 - INFO - Game 60, Score 0, Record: 3
2024-08-11 20:19:37,571 - INFO - Game 61, Score 0, Record: 3
2024-08-11 20:19:38,959 - INFO - Game 62, Score 0, Record: 3
2024-08-11 20:19:41,408 - INFO - Game 63, Score 1, Record: 3
2024-08-11 20:19:47,186 - INFO - Game 64, Score 0, Record: 3
2024-08-11 20:19:48,695 - INFO - Game 65, Score 0, Record: 3
2024-08-11 20:19:59,477 - INFO - Game 66, Score 0, Record: 3
2024-08-11 20:20:03,333 - INFO - Game 67, Score 3, Record: 3
2024-08-11 20:20:04,562 - INFO - Game 68, Score 0, Record: 3
2024-08-11 20:20:05,701 - INFO - Game 69, Score 0, Record: 3
2024-08-11 20:20:07,359 - INFO - Game 70, Score 0, Record: 3
2024-08-11 20:20:09,013 - INFO - Game 71, Score 0, Record: 3
2024-08-11 20:20:15,405 - INFO - Game 72, Score 3, Record: 3
2024-08-11 20:20:17,725 - INFO - Game 73, Score 1, Record: 3
2024-08-11 20:20:23,027 - INFO - Game 74, Score 0, Record: 3
2024-08-11 20:20:30,311 - INFO - Game 75, Score 3, Record: 3
2024-08-11 20:20:39,072 - INFO - Game 76, Score 3, Record: 3
2024-08-11 20:20:57,280 - INFO - Game 77, Score 3, Record: 3
2024-08-11 20:21:07,744 - INFO - Game 78, Score 1, Record: 3
2024-08-11 20:21:12,129 - INFO - Game 79, Score 0, Record: 3
2024-08-11 20:21:23,087 - INFO - Game 80, Score 0, Record: 3
2024-08-11 20:21:39,143 - INFO - Game 81, Score 2, Record: 3
2024-08-11 20:21:50,203 - INFO - Game 82, Score 0, Record: 3
2024-08-11 20:22:01,376 - INFO - Game 83, Score 0, Record: 3
2024-08-11 20:22:12,391 - INFO - Game 84, Score 0, Record: 3
2024-08-11 20:22:23,244 - INFO - Game 85, Score 0, Record: 3
2024-08-11 20:22:39,230 - INFO - Game 86, Score 2, Record: 3
2024-08-11 20:22:50,151 - INFO - Game 87, Score 0, Record: 3
2024-08-11 20:23:01,092 - INFO - Game 88, Score 0, Record: 3
2024-08-11 20:23:12,111 - INFO - Game 89, Score 0, Record: 3
2024-08-11 20:23:22,940 - INFO - Game 90, Score 0, Record: 3
2024-08-11 20:23:33,718 - INFO - Game 91, Score 0, Record: 3
2024-08-11 20:23:47,084 - INFO - Game 92, Score 1, Record: 3
2024-08-11 20:24:02,998 - INFO - Game 93, Score 2, Record: 3
2024-08-11 20:24:16,356 - INFO - Game 94, Score 1, Record: 3
2024-08-11 20:24:27,267 - INFO - Game 95, Score 0, Record: 3
2024-08-11 20:24:38,137 - INFO - Game 96, Score 0, Record: 3
2024-08-11 20:24:48,936 - INFO - Game 97, Score 0, Record: 3
2024-08-11 20:25:12,691 - INFO - Model saved
2024-08-11 20:25:12,691 - INFO - Game 98, Score 5, Record: 5
2024-08-11 20:25:26,039 - INFO - Game 99, Score 1, Record: 5
2024-08-11 20:25:36,848 - INFO - Game 100, Score 0, Record: 5
2024-08-11 20:26:18,525 - INFO - Model saved
2024-08-11 20:26:18,525 - INFO - Game 101, Score 16, Record: 16
2024-08-11 20:26:22,108 - INFO - Game 102, Score 2, Record: 16
2024-08-11 20:26:51,283 - INFO - Model saved
2024-08-11 20:26:51,283 - INFO - Game 103, Score 28, Record: 28
2024-08-11 20:27:19,591 - INFO - Game 104, Score 24, Record: 28
2024-08-11 20:27:30,974 - INFO - Game 105, Score 10, Record: 28
2024-08-11 20:27:51,281 - INFO - Game 106, Score 21, Record: 28
2024-08-11 20:28:16,868 - INFO - Model saved
2024-08-11 20:28:16,868 - INFO - Game 107, Score 29, Record: 29
2024-08-11 20:28:37,096 - INFO - Game 108, Score 24, Record: 29
2024-08-11 20:29:03,431 - INFO - Game 109, Score 6, Record: 29
2024-08-11 20:29:08,183 - INFO - Game 110, Score 3, Record: 29
2024-08-11 20:29:18,946 - INFO - Game 111, Score 14, Record: 29
2024-08-11 20:29:43,487 - INFO - Model saved
2024-08-11 20:29:43,487 - INFO - Game 112, Score 38, Record: 38
2024-08-11 20:29:47,882 - INFO - Game 113, Score 7, Record: 38
2024-08-11 20:29:57,521 - INFO - Game 114, Score 14, Record: 38
2024-08-11 20:30:27,896 - INFO - Game 115, Score 38, Record: 38
2024-08-11 20:30:45,543 - INFO - Game 116, Score 30, Record: 38
2024-08-11 20:31:15,161 - INFO - Model saved
2024-08-11 20:31:15,161 - INFO - Game 117, Score 42, Record: 42
2024-08-11 20:31:25,490 - INFO - Game 118, Score 18, Record: 42
2024-08-11 20:31:37,634 - INFO - Game 119, Score 23, Record: 42
2024-08-11 20:31:51,898 - INFO - Game 120, Score 26, Record: 42
2024-08-11 20:34:18,833 - INFO - Agent initialized
2024-08-11 20:34:18,845 - INFO - ./model\model.pth Model loaded
2024-08-11 20:34:21,454 - INFO - Model saved
2024-08-11 20:34:21,455 - INFO - Game 1, Score 2, Record: 2
2024-08-11 20:34:24,341 - INFO - Game 2, Score 2, Record: 2
2024-08-11 20:34:25,800 - INFO - Game 3, Score 1, Record: 2
2024-08-11 20:34:32,970 - INFO - Model saved
2024-08-11 20:34:32,970 - INFO - Game 4, Score 6, Record: 6
2024-08-11 20:34:33,715 - INFO - Game 5, Score 2, Record: 6
2024-08-11 20:34:36,443 - INFO - Game 6, Score 1, Record: 6
2024-08-11 20:34:38,959 - INFO - Game 7, Score 2, Record: 6
2024-08-11 20:34:43,079 - INFO - Game 8, Score 6, Record: 6
2024-08-11 20:34:44,336 - INFO - Game 9, Score 0, Record: 6
2024-08-11 20:34:45,584 - INFO - Game 10, Score 1, Record: 6
2024-08-11 20:34:46,897 - INFO - Game 11, Score 1, Record: 6
2024-08-11 20:34:48,378 - INFO - Game 12, Score 3, Record: 6
2024-08-11 20:34:49,566 - INFO - Game 13, Score 1, Record: 6
2024-08-11 20:34:52,388 - INFO - Game 14, Score 2, Record: 6
2024-08-11 20:34:55,002 - INFO - Game 15, Score 3, Record: 6
2024-08-11 20:34:57,393 - INFO - Game 16, Score 0, Record: 6
2024-08-11 20:34:59,682 - INFO - Game 17, Score 3, Record: 6
2024-08-11 20:35:01,937 - INFO - Game 18, Score 1, Record: 6
2024-08-11 20:35:05,426 - INFO - Game 19, Score 2, Record: 6
2024-08-11 20:35:07,626 - INFO - Game 20, Score 1, Record: 6
2024-08-11 20:35:09,934 - INFO - Game 21, Score 1, Record: 6
2024-08-11 20:35:14,687 - INFO - Game 22, Score 4, Record: 6
2024-08-11 20:35:16,651 - INFO - Game 23, Score 1, Record: 6
2024-08-11 20:35:21,307 - INFO - Game 24, Score 5, Record: 6
2024-08-11 20:35:23,057 - INFO - Game 25, Score 1, Record: 6
2024-08-11 20:35:27,708 - INFO - Game 26, Score 3, Record: 6
2024-08-11 20:35:29,416 - INFO - Game 27, Score 0, Record: 6
2024-08-11 20:35:35,881 - INFO - Model saved
2024-08-11 20:35:35,881 - INFO - Game 28, Score 7, Record: 7
2024-08-11 20:35:37,985 - INFO - Game 29, Score 1, Record: 7
2024-08-11 20:35:41,936 - INFO - Game 30, Score 4, Record: 7
2024-08-11 20:35:46,667 - INFO - Game 31, Score 4, Record: 7
2024-08-11 20:35:49,531 - INFO - Game 32, Score 4, Record: 7
2024-08-11 20:35:51,759 - INFO - Game 33, Score 1, Record: 7
2024-08-11 20:35:59,915 - INFO - Model saved
2024-08-11 20:35:59,915 - INFO - Game 34, Score 8, Record: 8
2024-08-11 20:36:05,680 - INFO - Game 35, Score 4, Record: 8
2024-08-11 20:36:08,988 - INFO - Game 36, Score 5, Record: 8
2024-08-11 20:36:14,188 - INFO - Game 37, Score 7, Record: 8
2024-08-11 20:36:15,399 - INFO - Game 38, Score 0, Record: 8
2024-08-11 20:36:18,273 - INFO - Game 39, Score 3, Record: 8
2024-08-11 20:36:22,122 - INFO - Game 40, Score 5, Record: 8
2024-08-11 20:36:25,340 - INFO - Game 41, Score 4, Record: 8
2024-08-11 20:36:36,110 - INFO - Model saved
2024-08-11 20:36:36,111 - INFO - Game 42, Score 13, Record: 13
2024-08-11 20:36:40,182 - INFO - Game 43, Score 3, Record: 13
2024-08-11 20:36:41,884 - INFO - Game 44, Score 1, Record: 13
2024-08-11 20:36:46,933 - INFO - Game 45, Score 4, Record: 13
2024-08-11 20:36:49,571 - INFO - Game 46, Score 3, Record: 13
2024-08-11 20:36:52,188 - INFO - Game 47, Score 2, Record: 13
2024-08-11 20:36:53,655 - INFO - Game 48, Score 0, Record: 13
2024-08-11 20:36:58,548 - INFO - Game 49, Score 9, Record: 13
2024-08-11 20:37:04,229 - INFO - Game 50, Score 3, Record: 13
2024-08-11 20:37:08,331 - INFO - Game 51, Score 3, Record: 13
2024-08-11 20:37:11,839 - INFO - Game 52, Score 3, Record: 13
2024-08-11 20:37:13,529 - INFO - Game 53, Score 2, Record: 13
2024-08-11 20:37:15,980 - INFO - Game 54, Score 2, Record: 13
2024-08-11 20:37:19,542 - INFO - Game 55, Score 4, Record: 13
2024-08-11 20:37:22,567 - INFO - Game 56, Score 3, Record: 13
2024-08-11 20:37:27,206 - INFO - Game 57, Score 6, Record: 13
2024-08-11 20:37:30,216 - INFO - Game 58, Score 2, Record: 13
2024-08-11 20:37:37,158 - INFO - Game 59, Score 7, Record: 13
2024-08-11 20:37:45,239 - INFO - Game 60, Score 10, Record: 13
2024-08-11 20:37:46,517 - INFO - Game 61, Score 1, Record: 13
2024-08-11 20:37:49,796 - INFO - Game 62, Score 3, Record: 13
2024-08-11 20:37:51,216 - INFO - Game 63, Score 1, Record: 13
2024-08-11 20:37:56,416 - INFO - Game 64, Score 9, Record: 13
2024-08-11 20:38:01,237 - INFO - Game 65, Score 7, Record: 13
2024-08-11 20:38:03,469 - INFO - Game 66, Score 3, Record: 13
2024-08-11 20:38:11,396 - INFO - Game 67, Score 13, Record: 13
2024-08-11 20:38:13,943 - INFO - Game 68, Score 6, Record: 13
2024-08-11 20:38:28,338 - INFO - Model saved
2024-08-11 20:38:28,338 - INFO - Game 69, Score 21, Record: 21
2024-08-11 20:38:48,207 - INFO - Model saved
2024-08-11 20:38:48,207 - INFO - Game 70, Score 34, Record: 34
2024-08-11 20:38:51,473 - INFO - Game 71, Score 5, Record: 34
2024-08-11 20:38:57,743 - INFO - Game 72, Score 9, Record: 34
2024-08-11 20:38:59,210 - INFO - Game 73, Score 0, Record: 34
2024-08-11 20:39:12,006 - INFO - Game 74, Score 18, Record: 34
2024-08-11 20:39:26,876 - INFO - Game 75, Score 25, Record: 34
2024-08-11 20:44:34,993 - INFO - Agent initialized
2024-08-11 20:44:35,017 - INFO - ./model\model.pth Model loaded
2024-08-11 20:44:39,656 - INFO - Model saved
2024-08-11 20:44:39,657 - INFO - Game 1, Score 1, Record: 1
2024-08-11 20:45:23,113 - INFO - Agent initialized
2024-08-11 20:45:23,131 - INFO - ./model\model.pth Model loaded
2024-08-11 20:45:25,251 - INFO - Model saved
2024-08-11 20:45:25,251 - INFO - Game 1, Score 1, Record: 1
2024-08-11 20:45:58,922 - INFO - Agent initialized
2024-08-11 20:45:58,942 - INFO - ./model\model.pth Model loaded
2024-08-11 20:46:00,887 - INFO - Model saved
2024-08-11 20:46:00,887 - INFO - Game 1, Score 1, Record: 1
2024-08-11 20:46:06,541 - INFO - Game 2, Score 1, Record: 1
2024-08-11 20:46:08,169 - INFO - Game 3, Score 0, Record: 1
2024-08-11 20:46:11,920 - INFO - Game 4, Score 1, Record: 1
2024-08-11 20:46:14,973 - INFO - Game 5, Score 1, Record: 1
2024-08-11 20:46:18,422 - INFO - Game 6, Score 1, Record: 1
2024-08-11 20:46:22,637 - INFO - Model saved
2024-08-11 20:46:22,637 - INFO - Game 7, Score 2, Record: 2
2024-08-11 20:46:23,997 - INFO - Game 8, Score 0, Record: 2
2024-08-11 20:46:28,163 - INFO - Game 9, Score 2, Record: 2
2024-08-11 20:46:29,353 - INFO - Game 10, Score 1, Record: 2
2024-08-11 20:46:31,380 - INFO - Game 11, Score 1, Record: 2
2024-08-11 20:46:33,077 - INFO - Game 12, Score 0, Record: 2
2024-08-11 20:46:37,258 - INFO - Game 13, Score 2, Record: 2
2024-08-11 20:46:41,058 - INFO - Game 14, Score 1, Record: 2
2024-08-11 20:46:55,498 - INFO - Agent initialized
2024-08-11 20:46:55,516 - INFO - ./model\model.pth Model loaded
2024-08-11 20:46:58,910 - INFO - Model saved
2024-08-11 20:46:58,911 - INFO - Game 1, Score 1, Record: 1
2024-08-11 20:47:01,724 - INFO - Model saved
2024-08-11 20:47:01,725 - INFO - Game 2, Score 2, Record: 2
2024-08-11 20:47:06,666 - INFO - Game 3, Score 2, Record: 2
2024-08-11 20:47:09,484 - INFO - Game 4, Score 1, Record: 2
2024-08-11 20:47:14,793 - INFO - Game 5, Score 1, Record: 2
2024-08-11 20:47:17,010 - INFO - Game 6, Score 1, Record: 2
2024-08-11 20:47:21,556 - INFO - Game 7, Score 1, Record: 2
2024-08-11 20:47:25,242 - INFO - Game 8, Score 1, Record: 2
2024-08-11 20:47:28,469 - INFO - Game 9, Score 1, Record: 2
2024-08-11 20:47:34,015 - INFO - Game 10, Score 2, Record: 2
2024-08-11 20:47:35,915 - INFO - Game 11, Score 1, Record: 2
2024-08-11 20:47:42,178 - INFO - Game 12, Score 1, Record: 2
2024-08-11 20:47:45,970 - INFO - Game 13, Score 1, Record: 2
2024-08-11 20:47:48,843 - INFO - Game 14, Score 2, Record: 2
2024-08-11 20:47:55,067 - INFO - Game 15, Score 1, Record: 2
2024-08-11 20:47:59,117 - INFO - Game 16, Score 1, Record: 2
2024-08-11 20:48:04,356 - INFO - Game 17, Score 2, Record: 2
2024-08-11 20:48:17,226 - INFO - Model saved
2024-08-11 20:48:17,226 - INFO - Game 18, Score 4, Record: 4
2024-08-11 20:48:20,198 - INFO - Game 19, Score 1, Record: 4
2024-08-11 20:48:23,377 - INFO - Game 20, Score 1, Record: 4
2024-08-11 20:48:24,911 - INFO - Game 21, Score 0, Record: 4
2024-08-11 20:48:28,607 - INFO - Game 22, Score 1, Record: 4
2024-08-11 20:48:36,410 - INFO - Game 23, Score 2, Record: 4
2024-08-11 20:48:38,111 - INFO - Game 24, Score 1, Record: 4
2024-08-11 20:48:44,189 - INFO - Game 25, Score 2, Record: 4
2024-08-11 20:48:52,013 - INFO - Game 26, Score 3, Record: 4
2024-08-11 20:48:56,835 - INFO - Game 27, Score 2, Record: 4
2024-08-11 20:49:02,158 - INFO - Game 28, Score 0, Record: 4
2024-08-11 20:49:10,400 - INFO - Model saved
2024-08-11 20:49:10,400 - INFO - Game 29, Score 5, Record: 5
2024-08-11 20:49:16,402 - INFO - Game 30, Score 1, Record: 5
2024-08-11 20:49:20,014 - INFO - Game 31, Score 1, Record: 5
2024-08-11 20:49:26,010 - INFO - Game 32, Score 1, Record: 5
2024-08-11 20:49:32,207 - INFO - Game 33, Score 4, Record: 5
2024-08-11 20:49:35,582 - INFO - Game 34, Score 1, Record: 5
2024-08-11 20:49:41,347 - INFO - Game 35, Score 2, Record: 5
2024-08-11 20:49:44,086 - INFO - Game 36, Score 1, Record: 5
2024-08-11 20:49:48,703 - INFO - Game 37, Score 2, Record: 5
2024-08-11 20:49:50,246 - INFO - Game 38, Score 0, Record: 5
2024-08-11 20:49:58,328 - INFO - Model saved
2024-08-11 20:49:58,328 - INFO - Game 39, Score 6, Record: 6
2024-08-11 20:50:01,541 - INFO - Game 40, Score 1, Record: 6
2024-08-11 20:50:03,624 - INFO - Game 41, Score 1, Record: 6
2024-08-11 20:50:09,397 - INFO - Game 42, Score 3, Record: 6
2024-08-11 20:50:15,616 - INFO - Game 43, Score 3, Record: 6
2024-08-11 20:50:19,569 - INFO - Game 44, Score 2, Record: 6
2024-08-11 20:50:30,210 - INFO - Game 45, Score 5, Record: 6
2024-08-11 20:50:37,022 - INFO - Game 46, Score 2, Record: 6
2024-08-11 20:50:39,690 - INFO - Game 47, Score 2, Record: 6
2024-08-11 20:50:54,460 - INFO - Model saved
2024-08-11 20:50:54,460 - INFO - Game 48, Score 11, Record: 11
2024-08-11 20:51:01,092 - INFO - Game 49, Score 4, Record: 11
2024-08-11 20:51:04,112 - INFO - Game 50, Score 1, Record: 11
2024-08-11 20:51:18,964 - INFO - Game 51, Score 10, Record: 11
2024-08-11 20:51:32,765 - INFO - Game 52, Score 7, Record: 11
2024-08-11 20:51:37,695 - INFO - Game 53, Score 2, Record: 11
2024-08-11 20:51:42,190 - INFO - Game 54, Score 1, Record: 11
2024-08-11 20:51:48,039 - INFO - Game 55, Score 6, Record: 11
2024-08-11 20:51:50,331 - INFO - Game 56, Score 1, Record: 11
2024-08-11 20:51:53,429 - INFO - Game 57, Score 1, Record: 11
2024-08-11 20:51:58,242 - INFO - Game 58, Score 3, Record: 11
2024-08-11 20:52:09,457 - INFO - Game 59, Score 10, Record: 11
2024-08-11 20:52:12,701 - INFO - Game 60, Score 3, Record: 11
2024-08-11 20:52:31,743 - INFO - Game 61, Score 8, Record: 11
2024-08-11 20:52:35,153 - INFO - Game 62, Score 3, Record: 11
2024-08-11 20:52:39,875 - INFO - Game 63, Score 1, Record: 11
2024-08-11 20:52:47,735 - INFO - Game 64, Score 8, Record: 11
2024-08-11 20:53:00,778 - INFO - Game 65, Score 11, Record: 11
2024-08-11 20:53:33,157 - INFO - Model saved
2024-08-11 20:53:33,158 - INFO - Game 66, Score 23, Record: 23
2024-08-11 20:53:54,028 - INFO - Game 67, Score 12, Record: 23
2024-08-11 20:54:11,794 - INFO - Game 68, Score 14, Record: 23
2024-08-11 20:54:16,367 - INFO - Game 69, Score 1, Record: 23
2024-08-11 20:54:26,962 - INFO - Game 70, Score 10, Record: 23
2024-08-11 20:54:46,174 - INFO - Game 71, Score 14, Record: 23
2024-08-11 20:55:03,772 - INFO - Game 72, Score 20, Record: 23
2024-08-11 20:55:10,728 - INFO - Game 73, Score 5, Record: 23
2024-08-11 20:55:12,573 - INFO - Game 74, Score 1, Record: 23
2024-08-11 20:55:58,345 - INFO - Model saved
2024-08-11 20:55:58,345 - INFO - Game 75, Score 37, Record: 37
2024-08-11 20:56:03,937 - INFO - Game 76, Score 5, Record: 37
2024-08-11 20:57:03,690 - INFO - Model saved
2024-08-11 20:57:03,690 - INFO - Game 77, Score 50, Record: 50
2024-08-11 20:57:19,914 - INFO - Game 78, Score 14, Record: 50
2024-08-11 20:58:28,944 - INFO - Model saved
2024-08-11 20:58:28,944 - INFO - Game 79, Score 62, Record: 62
2024-08-11 20:59:44,908 - INFO - Game 80, Score 52, Record: 62
2024-08-11 21:01:05,055 - INFO - Model saved
2024-08-11 21:01:05,055 - INFO - Game 81, Score 63, Record: 63
2024-08-11 21:02:57,011 - INFO - Model saved
2024-08-11 21:02:57,011 - INFO - Game 82, Score 85, Record: 85
2024-08-11 21:04:05,343 - INFO - Game 83, Score 57, Record: 85
2024-08-11 21:04:50,826 - INFO - Game 84, Score 42, Record: 85
2024-08-11 21:06:59,852 - INFO - Model saved
2024-08-11 21:06:59,852 - INFO - Game 85, Score 102, Record: 102
2024-08-11 21:07:43,222 - INFO - Game 86, Score 37, Record: 102
2024-08-11 21:08:40,664 - INFO - Game 87, Score 47, Record: 102
2024-08-11 21:09:37,753 - INFO - Game 88, Score 58, Record: 102
2024-08-11 21:10:34,245 - INFO - Game 89, Score 52, Record: 102
2024-08-11 21:12:03,497 - INFO - Game 90, Score 71, Record: 102
2024-08-11 21:12:32,608 - INFO - Game 91, Score 27, Record: 102
